genename	transcript	log2FoldChange	padj
DAZAP2	NM_001136264,NM_001136266,NM_001136267,NM_001136268,NM_001136269,NM_014764	0.216442591	0.123521316
EEF2KMT	NM_001289029,NM_201400,NM_201598	0.1923171275	0.535195524
ZSWIM3	NM_080752,NR_037628	0.4646812681	0.1289254834
LOC100131564	NR_034089	-1.1019623031	0.0039911895
ZDBF2	NM_001285549,NM_020923	1.5044924809	0.0001146506
SMAP2	NM_001198978,NM_001198979,NM_001198980,NM_022733	1.0374373882	3.34188251636008E-005
POMZP3	NM_012230,NM_152992	0.0411802793	0.9484653746
KAZALD1	NM_030929	0.8154989911	0.0099409314
ZNF510	NM_014930	-0.3482386655	0.0533686197
ZRANB2-AS1	NR_038420	-0.550797268	0.3557983778
AQP1	NM_001185060,NM_001185061,NM_001185062,NM_198098	-0.0305910227	NA
ARL4D	NM_001661	-0.6622698858	0.2613445201
SYNRG	NM_001163544,NM_001163545,NM_001163546,NM_001163547,NM_007247,NM_080550,NM_198882	0.0774743649	0.718482971
CYB561A3	NM_001161452,NM_001161454,NM_001300763,NM_153611	0.9642762441	2.38555026275034E-008
RDM1	NM_001034836,NM_001163120,NM_001163121,NM_001163122,NM_001163124,NM_001163125,NM_001163130,NM_145654,NR_027996,NR_027997,NR_027998,NR_027999,NR_028000	1.3701382581	0.0111948007
MAP3K7	NM_003188,NM_145331,NM_145332,NM_145333	-0.383992416	0.0054622005
PDIA3	NM_005313	-0.1061982014	0.4697455567
NF2	NM_000268,NM_016418,NM_181825,NM_181828,NM_181829,NM_181830,NM_181831,NM_181832,NM_181833	0.5566612555	0.0002019028
KLHL2	NM_001161521,NM_001161522,NM_007246	-0.0289235799	0.9342172789
GCSH	NM_004483,NR_033249	-0.1327522301	0.5173367844
ZNF551	NM_001270938,NM_138347,NR_073102	0.980058347	2.11292567127606E-006
LONRF3	NM_001031855,NM_001289109,NM_024778,NR_110311	0.8095364032	0.1613853664
TMPRSS6	NM_001289000,NM_001289001,NM_153609	0.0564469411	0.9324266004
PIGQ	NM_004204,NM_148920	0.0157476661	0.9564364935
ARHGAP32	NM_001142685,NM_014715	0.3039031634	0.0737140864
TLK2	NM_001284333,NM_001284363,NM_006852	-0.1736519119	0.1796313622
ZBTB46	NM_025224	-0.7268819143	0.0002445439
LYRM5	NM_001001660	-0.4465401954	0.2307870105
PTPRF	NM_002840,NM_130440	0.0304424204	0.8643467744
MAPKBP1	NM_001128608,NM_001265611,NM_014994,NR_049761,NR_049762	-0.4681488367	0.0473657957
ASH2L	NM_001105214,NM_001261832,NM_001282272,NM_004674	0.4247275786	0.021221704
EIF4B	NM_001300821,NM_001417	0.4399128464	0.0005101181
SMAD3	NM_001145102,NM_001145103,NM_001145104,NM_005902	-0.156080232	0.4001696335
FZD6	NM_001164615,NM_001164616,NM_003506	-0.3996141044	0.0156668153
KLF4	NM_004235	-0.0809485538	0.7808453117
TSEN34	NM_001077446,NM_001282332,NM_001282333,NM_024075	0.326490404	0.0412956955
GJB4	NM_153212	-0.4197305697	NA
CLCN6	NM_001256959,NM_001286,NR_046428	-0.9652236367	1.76433301303775E-005
B3GNT9	NM_033309	0.2550957208	0.4880628153
GNPDA2	NM_001270880,NM_001270881,NM_138335,NR_073094,NR_073095	-0.1220917728	0.7944394606
MTPAP	NM_018109	-0.4178968108	0.005291438
PHB	NM_001281496,NM_001281497,NM_001281715,NM_002634	0.454307137	0.0213123171
F5	NM_000130	0.1994983578	NA
GPX2	NM_002083,NR_046320,NR_046321	0.0194421672	0.9779231517
RANGRF	NM_001177801,NM_001177802,NM_016492	0.3961908407	0.4376249599
CDH4	NM_001252338,NM_001252339,NM_001794	-0.2317854266	NA
ORC2	NM_006190,NR_033915	-0.5691636061	4.44054140462968E-005
NCAPH2	NM_001185011,NM_014551,NM_152299	0.2631466874	0.2331297526
PFKFB1	NM_001271804,NM_001271805,NM_002625,NR_073450	0.3260967474	NA
NOL11	NM_001303272,NM_015462	-0.2912578698	0.027350507
ADNP-AS1	NR_110007,NR_110008,NR_110009	-0.6415442826	0.176816876
ANPEP	NM_001150	-0.0645356933	NA
PVRL3	NM_001243286,NM_001243288,NM_015480	-0.0409383332	0.9424058326
CHST1	NM_003654	0.6863228185	0.24682444
HFE	NM_000410,NM_001300749,NM_139003,NM_139004,NM_139006,NM_139007,NM_139008,NM_139009,NM_139010,NM_139011	0.2936290598	0.6521843131
TCF7L1	NM_031283	0.6138022587	0.2735301869
GGT7	NM_178026	-1.2557443008	1.63082180616151E-005
LOC100129550	NR_024618	-0.6417866528	0.1471625026
DNAJC1	NM_022365	0.1311646987	0.472999814
ZNF793-AS1	NR_110723	0.1077641391	NA
ELK3	NM_005230	0.3530705121	0.4542883209
CREBRF	NM_001168393,NM_001168394,NM_153607	-1.050177052	0.000884669
NUDT7	NM_001105663,NM_001243657,NM_001243660,NM_001243661	0.6141546444	0.0888367318
LOC100132352	NR_034006	-0.7056216138	0.100202204
CCDC150	NM_001080539	-0.4691011244	0.2372965751
TIMM22	NM_013337	-0.0926379204	0.74252393
WWC2	NM_024949	-0.7839463571	2.74365241754831E-005
LAMTOR3	NM_001243736,NM_021970,NR_024170	-0.8558941025	0.0001501691
DUOX1	NM_017434,NM_175940	-0.1913477437	NA
SLFN11	NM_001104587,NM_001104588,NM_001104589,NM_001104590,NM_152270	1.2992553382	NA
CITED1	NM_001144885,NM_001144886,NM_001144887,NM_004143	1.1423932024	0.0291265899
SCG2	NM_003469	0.0513769894	NA
CTBP2	NM_001083914,NM_001290214,NM_001290215,NM_001329,NM_022802	0.1532024169	0.2780655767
LOC101928794	NR_111908	0.5726066668	0.3431576688
FLNA	NM_001110556,NM_001456	0.3606037599	0.1044568702
BCDIN3D	NM_181708	-0.554589264	0.0164907313
MRPL12	NM_002949	0.4823415203	0.0268086504
LOC100996579	NR_110163,NR_110164	-0.4134364319	0.2820235085
MIR4435-1HG	NR_015395,NR_024373	-0.3276674861	0.1836178828
UBALD2	NM_182565	0.2384884574	0.490157964
CASP14	NM_012114	0.3505051527	NA
DUXAP8	NR_122113	-0.0634800039	0.833777826
FYN	NM_002037,NM_153047,NM_153048	0.8807869591	0.0812123696
AIFM3	NM_001018060,NM_001146288,NM_144704,NR_027464	-1.0312769817	0.0375695064
SIPA1	NM_006747,NM_153253	-0.2406712157	0.6019707791
GCSHP3	NR_033248	-0.1143710632	0.833713583
HIST1H4I	NM_003495	-0.282947975	NA
MCM3AP-AS1	NR_002776,NR_110565,NR_110566,NR_110567	0.3306343497	0.2799546881
IRAK1BP1	NM_001010844	0.3448935056	0.5126142514
HELZ	NM_014877	0.2065577251	0.1364122186
AFTPH	NM_001002243,NM_017657,NM_203437	-0.288662932	0.1338711861
ZNF324	NM_014347	-0.2454386499	0.2611064163
ELOF1	NM_032377	0.2418384007	0.2207711623
VPS39	NM_001301138,NM_015289	0.3404765055	0.0258951079
SPHK2	NM_001204158,NM_001204159,NM_001204160,NM_001243876,NM_020126	-0.6229365196	0.0213703383
LKAAEAR1	NM_001007125	0.475431811	NA
HSD3BP4	NR_033781	-0.8264206939	NA
IFI27L2	NM_032036	0.3927962267	0.3380986935
SURF4	NM_001280788,NM_001280789,NM_001280790,NM_001280791,NM_001280792,NM_001280793,NM_033161	-0.1660389346	0.1559530862
AURKA	NM_003600,NM_198433,NM_198434,NM_198435,NM_198436,NM_198437	1.5222183976	2.31875901103124E-013
MORC2	NM_001303256,NM_001303257,NM_014941	0.2452413834	0.2359681291
ERG	NM_001136154,NM_001136155,NM_001243428,NM_001243429,NM_001243432,NM_001291391,NM_004449,NM_182918,NR_111949	0.8521288068	0.1381741767
CD163L1	NM_001297650,NM_174941	-0.4132417307	0.4111249333
NSUN4	NM_001256127,NM_001256128,NM_199044,NR_045789,NR_045790,NR_045791	0.0207017932	0.937457647
MRPL45	NM_001278279,NM_032351	0.316951219	0.2565738049
KBTBD7	NM_032138	-0.1844296278	0.4020821848
DNAJC27	NM_001198559,NM_016544	-0.0512665318	0.8908058677
VWA1	NM_022834,NM_199121	-0.2577611525	0.2344281948
XRRA1	NM_001270380,NM_001270381,NM_182969	0.096806872	0.7887970795
DBI	NM_001079862,NM_001079863,NM_001178017,NM_001178041,NM_001178042,NM_001178043,NM_001282633,NM_001282634,NM_001282635,NM_001282636,NM_020548,NR_104221	0.5143350576	2.9422145820569E-005
RNF43	NM_017763	-0.5342314204	0.0369002628
SEC24D	NM_014822	0.6290664876	0.0046073427
STX3	NM_001178040,NM_004177	-0.0824057542	0.7631812322
ZNF691	NM_001242739,NM_015911	0.0471831241	0.9139892413
APOC1	NM_001645	-0.2717971799	NA
ELOVL6	NM_001130721,NM_024090	0.3451552021	0.0551352926
SLC5A6	NM_021095,NR_028323	-0.4265106836	0.015974212
FAM131A	NM_001171093,NM_144635	0.1650581455	0.6292504492
GRAMD1A	NM_001136199,NM_020895	0.0004921775	0.998386122
GBE1	NM_000158	0.4681095965	0.0151076652
RIOK1	NM_031480,NM_153005	-0.3325220884	0.1171587837
HOXA6	NM_024014	-0.410149777	NA
CUL4A	NM_001008895,NM_001278513,NM_001278514,NM_003589	-0.0299318818	0.8905428199
CCNF	NM_001761	0.9668667793	5.18368372550749E-005
LAD1	NM_005558	0.1264517062	0.6191857942
PPP2R2C	NM_001206994,NM_001206995,NM_001206996,NM_020416,NM_181876	0.540484023	0.0278374994
MORC3	NM_015358	-0.5938513507	0.0060943122
HEXA	NM_000520	-0.1884135957	0.1338711861
SIN3B	NM_001297595,NM_001297597,NM_015260	-0.9238565611	4.85111033830104E-011
MAGED4	NM_001098800,NM_001098800_chrX:51927918_51935366,NM_001272061_chrX:51927918_51935366,NM_001272062,NM_001272062_chrX:51927918_51935366,NM_001272063,NM_001272063_chrX:51927918_51935366	-0.1372596114	0.5898725681
ELF4	NM_001127197,NM_001421	0.4951147326	0.0017361485
COMMD3	NM_012071	0.0788454135	0.8019626221
ATP6V1D	NM_015994	-0.5406842517	0.0010771173
ARL13A	NM_001162491,NR_103708,NR_103709	0.0133408551	NA
IFT20	NM_001267774,NM_001267775,NM_001267776,NM_001267777,NM_001267778,NM_174887	-0.4084401963	0.1970739183
HSD11B1L	NM_001267868,NM_001267869,NM_001267870,NM_001267871,NM_198533,NM_198704,NM_198705,NM_198706,NM_198707,NM_198708	-0.5431282114	0.348524914
TMEM52	NM_178545	-0.1033821819	0.8687098545
ARG2	NM_001172	-0.2242428114	0.4076817772
THEG	NM_016585,NM_199202	1.1903200719	0.0161938357
C15orf54	NM_001302797,NM_207445	-0.2706530609	NA
TCP11L2	NM_001286262,NM_152772	-0.5767981161	0.0191449952
WBSCR16	NM_001281441,NM_030798,NM_148842	0.3960905247	0.032416498
ACTR5	NM_024855	-0.6202475492	0.0578019167
ABCA4	NM_000350	-0.7529178729	0.160663766
CCT4	NM_001256721,NM_006430	0.4203357415	0.0280843939
LINC01586	NR_120369,NR_120370	0.1536183378	NA
UTP18	NM_016001	-0.0576142803	0.7221462403
C7orf43	NM_001303470,NM_018275	-0.8376514989	2.33725863579046E-005
UBN1	NM_001079514,NM_001288656	-0.1309891996	0.3653949837
C2orf61	NM_001163561,NM_173649	-0.4463196547	NA
MORF4L1	NM_001265603,NM_001265604,NM_001265605,NM_006791,NM_206839	0.419421425	0.000425937
LOC101927954	NR_121565	-0.1208665365	NA
RWDD1	NM_001007464,NM_015952,NM_016104	-0.5143206953	0.0051805642
KAT7	NM_001199155,NM_001199156,NM_001199157,NM_001199158,NM_007067	0.3922045576	0.0209395299
LOC286437	NR_039980	0.1938070113	0.6497157586
METTL12	NM_001043229	0.1055786717	0.8376134811
PBLD	NM_001033083,NM_022129	0.314263775	0.3321867136
YLPM1	NM_019589	0.5184512261	0.0058297512
ARL2BP	NM_012106	-0.0772932487	0.7586568952
NOS1AP	NM_001126060,NM_001164757,NM_014697	0.7249155195	0.0001710528
LINC01106	NR_027244	-0.3117782544	0.4434391066
FAM115C	NM_001130025,NM_001130026,NM_173678	1.4244085615	3.05572906228213E-005
PANK1	NM_138316,NM_148977,NM_148978	0.0234724086	0.9469562188
ZNF185	NM_001178106,NM_001178107,NM_001178108,NM_001178109,NM_001178110,NM_001178113,NM_001178115,NM_007150	0.5989279103	0.0003812601
RAB2A	NM_001242644,NM_002865	-0.1153018375	0.546639982
LMF1	NM_022773,NR_033645,NR_033646,NR_036442	-0.1279345507	0.6742860553
FAM189B	NM_001267608,NM_006589,NM_198264	1.0584308116	0.0071479562
CXorf40B	NM_001013845	-0.3693715747	0.0294891988
GCOM1	NM_001018090,NM_001018091,NM_001285900,NR_104367,NR_104368,NR_104369,NR_104370,NR_104371	-0.5168580929	0.1264357695
TMEM161B-AS1	NR_039993,NR_039994,NR_039995,NR_105019,NR_105020	-0.064170193	0.9319091871
EDEM1	NM_014674	-0.1009169956	0.656000773
RGS5	NM_001195303,NM_001254748,NM_001254749,NM_003617,NR_045630	0.5441430656	NA
NKTR	NM_005385	-0.7489852185	8.77843968509624E-007
PSME4	NM_014614	0.6508587408	0.0024952983
GDF9	NM_001288824,NM_001288825,NM_001288826,NM_001288827,NM_001288828,NM_005260	-0.8673687389	0.1295976355
ITGAL	NM_001114380,NM_002209	0.8098155541	0.1555225994
GPR75	NM_006794	-0.1801463787	0.7962234833
TTC39A	NM_001080494,NM_001144832,NM_001297662,NM_001297663,NM_001297664,NM_001297665,NM_001297666,NM_001297667	-0.5081526404	1.56857589104696E-005
NUTM2D	NR_075100	0.3233336889	0.4927182743
LOC100049716	NR_122124	0.4529277985	0.3431576688
POLH	NM_001291969,NM_001291970,NM_006502	-0.1352612804	0.492501249
ERVFRD-1	NM_207582	0.6472111495	0.2617387306
POP5	NM_015918,NM_198202	0.9507232199	0.0002282904
ICA1L	NM_001288622,NM_001288623,NM_001288624,NM_138468	-0.0445200973	0.9172128183
PXDNL	NM_144651	-0.7068733573	NA
METTL9	NM_001077180,NM_001288659,NM_001288660,NM_016025	0.2636705307	0.0507208616
COL24A1	NM_152890	-1.4774771005	0.0045616452
ADCY3	NM_004036	0.4317002386	0.0790133328
MLXIP	NM_014938	0.6806805092	0.0215081144
FAM219A	NM_001184940,NM_001184941,NM_001184942,NM_001184943,NM_001184945,NM_147202	0.6535448005	0.0082771103
PCDHA10	NM_018901,NM_031859,NM_031860	0.0399402286	0.9570363497
GPR87	NM_023915	-1.7708888814	8.01501682352354E-014
CSNK1G1	NM_022048	0.1462254249	0.3346568673
LOC339666	NR_038918	-0.2029652626	NA
PPM1H	NM_020700	0.4315609497	0.0015154018
HIST1H2BB	NM_021062	4.1445741856	7.3224297155023E-027
FBXL15	NM_024326	-0.8587367359	3.30273537015631E-005
TPI1P2	NR_002187	-0.036719109	0.9557475667
C11orf70	NM_001195005,NM_032930	-0.305814934	0.6481196516
VPS45	NM_001279353,NM_001279354,NM_001279355,NM_007259,NR_103998	-0.235861433	0.1297141776
TMED3	NM_001301203,NM_007364,NR_125394	-0.0194526678	0.9105218903
LOC646762	NR_024278	-0.0590204765	0.8395930654
WASH1	NM_182905	-0.3245930629	0.3750900273
PIK3C2A	NM_002645	-0.5691192247	0.0004423469
PRICKLE2-AS2	NR_046701	0.1886340904	0.7693530348
FBXO22-AS1	NR_003136	0.4242165345	0.1062026375
HIST1H4D	NM_003539	1.940476392	1.22970255340015E-036
IFT80	NM_001190241,NM_001190242,NM_020800	-0.7166210789	0.0001285334
TMEM182	NM_144632	-0.1147734645	0.8290136988
LOC729218	NR_103825,NR_109983	-0.368754253	0.3300086864
ZNF585B	NM_152279	0.5951030862	0.0968909874
FAM160A1	NM_001109977	0.1915917546	0.4126601356
ZHX1-C8orf76	NM_001204180	0.2669468531	0.5736003435
GOLGA3	NM_001172557,NM_005895	-0.2329665834	0.058230665
CPEB4	NM_030627	0.0182374339	0.9541714626
POLR1A	NM_015425	0.5755138447	0.0311174522
MFAP2	NM_001135247,NM_001135248,NM_002403,NM_017459	0.7547676979	0.1551845112
GPR22	NM_005295	-0.0119238283	0.9867330301
KIAA1524	NM_020890	1.1024713962	7.08898739407382E-008
PTHLH	NM_002820,NM_198964,NM_198965,NM_198966	-0.6956282481	0.1132154591
TRPV1	NM_018727,NM_080704,NM_080705,NM_080706	-1.1990463613	0.000288985
USF1	NM_001276373,NM_007122,NM_207005	-0.3443978503	0.0548188551
NPNT	NM_001033047,NM_001184690,NM_001184691,NM_001184692,NM_001184693	-1.5598433302	0.0010843385
BRD4	NM_014299,NM_058243	0.1928292856	0.4982048875
GABARAPL2	NM_007285	-0.4531080523	0.0206664294
LINC00885	NR_034088	0.4250234392	0.4654879362
CA2	NM_000067,NM_001293675	0.2631847991	0.3446108734
RPS6KA3	NM_004586	0.0356591022	0.8755315298
FBXO25	NM_012173,NM_183420,NM_183421	0.0710551433	0.8185419785
UBE4A	NM_001204077,NM_004788	-0.230649951	0.1613337051
RFC2	NM_001278791,NM_001278792,NM_001278793,NM_002914,NM_181471	1.2838019656	3.72978956476924E-012
NUDT18	NM_024815	0.3740161507	0.2039970629
SF3B2	NM_006842	0.2450046311	0.2003766196
CKS1B	NM_001826,NR_024163	1.3454000623	4.38754981545029E-012
MDH1	NM_001199111,NM_001199112,NM_005917	-0.0593025935	0.7132894022
ABL2	NM_001136000,NM_001136001,NM_001168236,NM_001168237,NM_001168238,NM_001168239,NM_005158,NM_007314	0.21897635	0.1917179581
MSL2	NM_001145417,NM_018133	0.1932127654	0.2803059473
RCN1	NM_002901	-0.3846726622	0.0977606123
FGFR1OP	NM_001278690,NM_007045,NM_194429	-0.1353800509	0.6591791096
CDC23	NM_004661	0.3586193604	0.0246082832
S100A9	NM_002965	0.2781372332	0.502901457
PRPF38B	NM_018061,NR_037185	-1.0522581313	1.56832855495154E-009
ZNF627	NM_001290083,NM_001290084,NM_001290085,NM_145295	0.0407439409	0.8539570248
POU5F2	NM_153216	0.2404064783	NA
SEMA4G	NM_001203244,NM_017893	-0.5799085368	0.2271042914
TM4SF19-AS1	NR_046724,NR_121665	0.2636020067	NA
ENTHD2	NM_144679	-0.8791775739	0.0007983996
RALB	NM_002881	0.1568387308	0.3354678837
KANSL1L	NM_152519	0.6392293595	0.0018634485
SLC25A35	NM_201520	-0.3121899099	0.632397098
VCPKMT	NM_001040662,NM_024558,NR_049738,NR_049739	-0.8239061619	0.0013649077
KTN1-AS1	NR_027123	-0.6382360241	0.1434927668
FAM225B	NR_024376	1.9509554713	0.0001659864
CDNF	NM_001029954	-0.0783107021	0.916993215
FAM104A	NM_001098832,NM_001289410,NM_001289411,NM_001289412,NM_032837	0.024640627	0.9141171875
TVP23A	NM_001079512	-0.69355022	NA
FAM122A	NM_138333	-0.0687487581	0.8441129327
TSG101	NM_006292	-0.2012195821	0.3253869318
AATF	NM_012138	0.2905749665	0.1559530862
DNMBP-AS1	NR_024130	0.4915993158	NA
THAP2	NM_031435	-0.7115483326	0.0308968165
APTR	NR_038361	-0.1788613491	0.6999042038
STXBP5-AS1	NR_034115	-0.0529834427	NA
ASB9	NM_001031739,NM_001168530,NM_001168531,NM_024087	0.5687355099	0.2863645016
GFOD2	NM_001243650,NM_030819,NR_027398	0.1205331827	0.6241944508
GNL3L	NM_001184819,NM_019067	0.7128155193	0.0007572048
SNORA71C	NR_003017	-0.7039647231	0.0941576365
ZNF281	NM_001281293,NM_001281294,NM_012482	-0.2944421619	0.0880351572
FAM155B	NM_015686	0.0935053045	0.8315533187
CDIPT	NM_001286585,NM_001286586,NM_006319	-0.2721158546	0.0806094701
LOC100289230	NR_036530	-0.8799629756	0.0274643617
SNHG8	NR_003584,NR_034010,NR_034011	0.2716445863	0.1582320723
FBXW4	NM_022039	0.6327254197	0.0006534483
SNED1	NM_001080437	0.2681694756	0.4351176229
ITGB1BP1	NM_004763,NM_022334	0.3197757115	0.1378984566
FBXO15	NM_001142958,NM_152676	-0.2395735355	0.7155964989
ERCC4	NM_005236	-0.8325661489	0.0004218767
LOC643406	NR_029405	0.0201363078	0.9667587727
TUFT1	NM_001126337,NM_001301317,NM_020127	-0.156529638	0.4280257464
DUSP14	NM_007026	-0.0644846336	0.8418578484
TBC1D7	NM_001143964,NM_001143965,NM_001143966,NM_001258457,NM_016495	0.4172670454	0.0693784708
ISPD	NM_001101417,NM_001101426	0.2074673706	0.6856870262
SLC9A8	NM_001260491,NM_015266,NR_048537,NR_048538,NR_048539,NR_048540	-0.1801086902	0.3642206324
NOP14-AS1	NR_015453	0.131542138	0.6909019862
DBNDD2	NM_001048221,NM_001048222,NM_001048223,NM_001048224,NM_001048225,NM_001048226,NM_001197139,NM_001197140,NM_018478	-0.6849890395	0.0030600116
FBXL13	NM_001111038,NM_001287150,NM_145032,NR_105043	0.5631533243	0.2493131931
ACTB	NM_001101	0.7191004713	0.0002188917
CAPZA1	NM_006135	-0.0365763045	0.8602183404
VLDLR-AS1	NR_015375	-0.0963398834	NA
KLF3-AS1	NR_026804	-0.7646377146	0.175739195
HEBP1	NM_015987	0.0318118938	0.9287158492
E2F2	NM_004091	2.1725206831	1.85244009863099E-023
CABLES1	NM_001100619,NM_001256438,NM_138375,NR_023359	-0.2932147299	0.1774044814
ERCC6-PGBD3	NM_001277058,NM_001277059	-0.1060095007	0.7453700594
C6orf136	NM_001109938,NM_001161376,NM_145029	0.2252840877	0.6397529209
TOMM40L	NM_001286373,NM_001286374,NM_032174	0.7646867431	0.0239967018
SMARCA2	NM_001289396,NM_001289397,NM_001289398,NM_001289399,NM_001289400,NM_003070,NM_139045	0.5335383467	8.80605313258735E-005
CLPSL2	NM_001286550,NM_207409,NR_104467,NR_104469	0.0977651891	NA
SH2B1	NM_001145795,NM_001145796,NM_001145797,NM_001145812,NM_015503	-0.9105115818	4.47858008585741E-008
NCBP1	NM_002486	-0.0782535924	0.7049267453
HSPA12A	NM_025015	0.0395930549	0.9311855356
GSAP	NM_017439	0.0302112601	0.9529132686
ZNF75D	NM_001185063,NM_007131,NR_110381	-1.0344685944	2.00137073408142E-014
MRPS15	NM_031280	0.2851416154	0.1861265954
KIAA0754	NM_015038	0.2196393659	0.3023858016
C2CD4D	NM_001136003	0.3227017864	0.6233006312
PRDM16	NM_022114,NM_199454	0.0130835805	0.9845553058
SEPT7P2	NR_024271	0.0081936034	0.9854704923
EPC1	NM_001272004,NM_001272019,NM_001282391,NM_025209,NR_104159,NR_104160	0.1017356995	0.6431333488
EXOC3	NM_007277	-0.1431567282	0.3350170221
NBPF25P	NR_104217,NR_104217_chr1:145289769_145370303,NR_104217_chr1:145827204_146467743	-0.2641713638	0.0566610756
SERTAD4	NM_019605	0.3648697733	0.3045413207
B3GALT2	NM_003783	0.0040305781	0.994651999
TRIQK	NM_001171795,NM_001171796,NM_001171797,NM_001171798,NM_001171799,NM_001191035,NM_001191036	-0.3909813091	0.2187368169
SCNN1A	NM_001038,NM_001159575,NM_001159576	0.3521434376	0.2916590521
ZNF287	NM_020653	-0.5626060111	0.0306384921
SLC25A2	NM_031947	-0.1939577734	NA
MTRF1	NM_004294	-0.482749682	0.1210106966
PLEKHF2	NM_024613	-0.1626046757	0.4805013657
MRPL16	NM_017840	0.0103305893	0.9703702371
NRL	NM_006177	0.1549753368	0.8077723783
C1orf115	NM_024709	0.9194683708	0.0034839796
CLIP3	NM_001199570,NM_015526	-1.3481759329	0.0095485047
LOC101929584	NR_120476,NR_120477	-0.062250765	NA
WDR45B	NM_019613	-0.3957198438	0.0020160039
C12orf45	NM_152318	0.1265516232	0.7304118317
MSANTD3	NM_001198805,NM_001198806,NM_001198807,NM_080655	0.5806366787	0.0120767611
HN1L	NM_144570	0.4325223447	3.66883072576601E-005
DZIP3	NM_014648	-1.0564973779	1.80276123134942E-009
ZNF607	NM_001172677,NM_032689	0.7636392058	0.0087557952
MMP13	NM_002427	-3.1712945974	1.11964879610285E-019
C16orf52	NM_001164579	-0.8166344285	0.0065458811
PAQR8	NM_133367	1.4578198166	0.0002519495
GPRC5D	NM_018654	-0.6488180419	NA
LOC102723769	NR_110761	-0.3690072423	0.4383257335
ACSS2	NM_001076552,NM_001242393,NM_018677	0.827555047	9.27004879925125E-005
GAREM	NM_001242409,NM_022751	-0.1126336352	0.683523841
SPOPL	NM_001001664	-0.3198929408	0.1760663472
CLIC1	NM_001287593,NM_001287594,NM_001288	0.4158814417	0.0007953024
SERPINB8	NM_001031848,NM_001276490,NM_002640,NM_198833	0.5382935381	0.3045531447
PANO1	NM_001293167	0.3212340548	0.6290192379
KBTBD4	NM_016506,NM_018095,NR_024222	-0.5176736185	0.0029974635
LOC100288152	NR_125375	-0.6679400983	0.0541181551
UBE2G1	NM_003342	-0.0741409613	0.7226007549
C6orf163	NM_001010868	0.5007186117	NA
PAN3	NM_175854	-0.2422097464	0.1010791905
CAV1	NM_001172895,NM_001172896,NM_001172897,NM_001753	-0.4443281168	0.4494595825
FECH	NM_000140,NM_001012515	0.2620774157	0.2260335811
RETSAT	NM_017750	-0.0821198206	0.7185430746
COL4A3BP	NM_001130105,NM_005713,NM_031361	0.2253474284	0.2887892261
LOC339059	NR_120387	-0.3855499838	0.5123849307
NTN1	NM_004822	-0.0874012829	0.788033259
TMC6	NM_001127198,NM_007267	-0.4673456215	0.0399289141
SLC30A1	NM_021194	-1.115606729	6.70416623130417E-010
JARID2	NM_001267040,NM_004973	0.17020251	0.2253004448
AASDHPPT	NM_015423	-0.4291393899	0.0144061216
C14orf169	NM_024644	-0.1504980102	0.4694478446
TREX2	NM_080701	-0.1564931967	NA
LRG1	NM_052972	0.2483592648	0.7165767081
ARAP2	NM_015230	-0.1439245512	0.5943959136
THOC6	NM_001142350,NM_024339	0.4908512478	0.0143340963
TMEM33	NM_018126	-0.3360221955	0.027449425
AIRN	NR_047511,NR_047514	0.0963922462	NA
PRR12	NM_020719	0.5822185546	0.0436408664
